Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,60.49250030517578,60.91999816894531,59.48749923706055,59.654998779296875,57.838871002197266,7884800
2020-01-03,59.657501220703125,60.34000015258789,59.53499984741211,60.08000183105469,58.25093460083008,7097200
2020-01-06,60.17499923706055,60.650001525878906,60.10499954223633,60.380001068115234,58.54179763793945,5518800
2020-01-07,60.17250061035156,60.5525016784668,60.04249954223633,60.32749938964844,58.49089813232422,6653200
2020-01-08,60.41749954223633,60.73749923706055,60.25,60.29999923706055,58.4642333984375,5936000
2020-01-09,60.162498474121094,60.95500183105469,60.13249969482422,60.772499084472656,58.9223518371582,6958000
2020-01-10,60.95500183105469,61.17499923706055,60.79750061035156,60.88750076293945,59.033851623535156,5125600
2020-01-13,60.76250076293945,61.70750045776367,60.76250076293945,61.599998474121094,59.72465515136719,5879600
2020-01-14,61.557498931884766,61.95000076293945,61.45000076293945,61.932498931884766,60.04703903198242,8252800
2020-01-15,62.14500045776367,63.04750061035156,62.13750076293945,62.89500045776367,60.9802360534668,6397200
2020-01-16,62.720001220703125,63.07749938964844,62.584999084472656,63.067501068115234,61.147483825683594,7914400
2020-01-17,63.092498779296875,63.4375,62.852500915527344,63.349998474121094,61.42137908935547,9354000
2020-01-21,63.50749969482422,64.32499694824219,63.20249938964844,64.22250366210938,62.26732635498047,11486400
2020-01-22,64.73750305175781,65.19499969482422,64.41500091552734,64.9749984741211,62.99691390991211,7065600
2020-01-23,64.83999633789062,65.6875,64.83999633789062,65.0199966430664,63.0405387878418,10212400
2020-01-24,64.25749969482422,66.0199966430664,64.0425033569336,65.93000030517578,63.92283248901367,10310400
2020-01-27,65.65499877929688,66.94000244140625,65.57250213623047,66.68499755859375,64.65484619140625,8678800
2020-01-28,66.68499755859375,67.25,65.92749786376953,66.45249938964844,64.42942810058594,8262800
2020-01-29,66.6875,66.70249938964844,66.02999877929688,66.44000244140625,64.41730499267578,6008400
2020-01-30,66.46749877929688,67.5625,66.25499725341797,67.48249816894531,65.42807006835938,6328800
2020-01-31,67.36499786376953,67.66500091552734,66.68250274658203,67.05000305175781,65.00873565673828,7536800
2020-02-03,67.17250061035156,67.37000274658203,66.55249786376953,66.70249938964844,64.67182159423828,11041200
2020-02-04,66.56749725341797,66.82749938964844,65.9800033569336,66.13500213623047,64.12159729003906,10482800
2020-02-05,66.07250213623047,66.91500091552734,65.55249786376953,66.67749786376953,64.64757537841797,8666800
2020-02-06,66.6875,67.5824966430664,66.58999633789062,67.0824966430664,65.04024505615234,7874400
2020-02-07,67.37750244140625,67.9124984741211,67.29750061035156,67.38500213623047,65.33354187011719,6410000
2020-02-10,67.57749938964844,67.95249938964844,67.3324966430664,67.93499755859375,65.86679077148438,7666800
2020-02-11,68.19000244140625,68.49749755859375,67.98750305175781,68.0374984741211,65.96617889404297,7850800
2020-02-12,67.85749816894531,68.06749725341797,67.52999877929688,67.56500244140625,65.508056640625,5836400
2020-02-13,67.56500244140625,68.96749877929688,67.56500244140625,68.86750030517578,66.77091217041016,7500400
2020-02-14,68.92250061035156,69.7699966430664,68.88500213623047,69.62999725341797,67.51018524169922,7354800
2020-02-18,70.0,70.8375015258789,69.59249877929688,70.51000213623047,68.36341094970703,9789600
2020-02-19,68.75499725341797,69.27999877929688,68.63749694824219,68.6675033569336,66.5770034790039,21134800
2020-02-20,68.98500061035156,69.28500366210938,68.32749938964844,69.25749969482422,67.14903259277344,10731600
2020-02-21,69.38249969482422,69.69000244140625,69.01750183105469,69.39749908447266,67.28478240966797,11030800
2020-02-24,68.69999694824219,69.65249633789062,68.48249816894531,68.48500061035156,66.40006256103516,9091600
2020-02-25,68.48500061035156,68.9749984741211,67.44999694824219,67.5824966430664,65.5250244140625,10285600
2020-02-26,67.23249816894531,68.32499694824219,67.0,67.36750030517578,65.31658935546875,9551600
2020-02-27,67.01000213623047,67.73249816894531,63.90250015258789,63.962501525878906,62.339115142822266,14604000
2020-02-28,62.037498474121094,63.477500915527344,60.77000045776367,63.189998626708984,61.586212158203125,27474800
2020-03-02,63.412498474121094,67.2249984741211,63.08250045776367,67.0875015258789,65.38480377197266,19305600
2020-03-03,67.27249908447266,68.57499694824219,65.72250366210938,66.2874984741211,64.60509490966797,15636000
2020-03-04,67.30000305175781,70.64250183105469,67.30000305175781,70.55500030517578,68.76428985595703,14713200
2020-03-05,69.26249694824219,69.96499633789062,68.11000061035156,69.04000091552734,67.2877426147461,12412000
