Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,52.7599983215332,53.90999984741211,51.97999954223633,53.56999969482422,53.56999969482422,1457200
2020-01-03,52.72999954223633,53.959999084472656,52.150001525878906,53.689998626708984,53.689998626708984,714000
2020-01-06,53.68000030517578,54.20000076293945,53.17100143432617,54.06999969482422,54.06999969482422,740600
2020-01-07,54.279998779296875,54.459999084472656,52.939998626708984,52.970001220703125,52.970001220703125,826800
2020-01-08,52.959999084472656,53.380001068115234,52.599998474121094,52.97999954223633,52.97999954223633,1245100
2020-01-09,53.439998626708984,53.95000076293945,52.89699935913086,52.9900016784668,52.9900016784668,1333900
2020-01-10,53.36000061035156,53.83000183105469,51.2599983215332,51.630001068115234,51.630001068115234,1321300
2020-01-13,52.310001373291016,53.16999816894531,51.88999938964844,52.43000030517578,52.43000030517578,1541500
2020-01-14,52.279998779296875,52.78499984741211,51.29999923706055,51.58000183105469,51.58000183105469,3468700
2020-01-15,51.650001525878906,53.439998626708984,51.599998474121094,52.560001373291016,52.560001373291016,1479700
2020-01-16,52.9900016784668,54.97999954223633,52.630001068115234,54.83000183105469,54.83000183105469,1909800
2020-01-17,55.150001525878906,55.459999084472656,54.470001220703125,54.900001525878906,54.900001525878906,1373600
2020-01-21,54.060001373291016,54.630001068115234,53.56999969482422,53.939998626708984,53.939998626708984,779300
2020-01-22,54.5,55.630001068115234,54.400001525878906,54.900001525878906,54.900001525878906,855900
2020-01-23,54.04999923706055,54.5099983215332,53.22999954223633,54.11000061035156,54.11000061035156,1037200
2020-01-24,54.310001373291016,54.5,52.15999984741211,52.33000183105469,52.33000183105469,845500
2020-01-27,50.20000076293945,52.45000076293945,49.25,51.349998474121094,51.349998474121094,1237700
2020-01-28,51.81999969482422,52.869998931884766,51.20000076293945,52.380001068115234,52.380001068115234,891800
2020-01-29,52.869998931884766,53.39500045776367,52.5099983215332,53.040000915527344,53.040000915527344,911700
2020-01-30,52.869998931884766,52.93000030517578,51.25,52.83000183105469,52.83000183105469,865700
2020-01-31,52.38999938964844,52.59000015258789,51.52000045776367,51.709999084472656,51.709999084472656,861700
2020-02-03,52.29999923706055,53.869998931884766,52.09000015258789,53.31999969482422,53.31999969482422,1049300
2020-02-04,54.43000030517578,55.5099983215332,54.2599983215332,54.720001220703125,54.720001220703125,1443500
2020-02-05,56.720001220703125,56.91999816894531,54.58000183105469,54.849998474121094,54.849998474121094,1056200
2020-02-06,55.599998474121094,57.880001068115234,55.599998474121094,57.189998626708984,57.189998626708984,1890400
2020-02-07,57.41999816894531,58.5,56.71500015258789,58.470001220703125,58.470001220703125,1484300
2020-02-10,58.470001220703125,60.880001068115234,58.470001220703125,60.79999923706055,60.79999923706055,2076500
2020-02-11,61.38999938964844,62.11000061035156,60.95000076293945,61.47999954223633,61.47999954223633,940400
2020-02-12,62.459999084472656,62.5,59.68000030517578,59.779998779296875,59.779998779296875,967100
2020-02-13,58.68000030517578,61.099998474121094,58.560001373291016,60.34000015258789,60.34000015258789,1318700
2020-02-14,60.58000183105469,61.06999969482422,59.900001525878906,60.369998931884766,60.369998931884766,460400
2020-02-18,60.34000015258789,60.630001068115234,59.400001525878906,60.540000915527344,60.540000915527344,539500
2020-02-19,60.0,61.650001525878906,59.939998626708984,60.290000915527344,60.290000915527344,517800
2020-02-20,60.099998474121094,60.744998931884766,58.3849983215332,59.86000061035156,59.86000061035156,1143400
2020-02-21,59.560001373291016,59.9900016784668,58.58000183105469,59.36000061035156,59.36000061035156,836100
2020-02-24,56.0099983215332,58.75,55.099998474121094,58.27000045776367,58.27000045776367,1304900
2020-02-25,58.7400016784668,59.59000015258789,58.130001068115234,58.88999938964844,58.88999938964844,1199100
2020-02-26,59.540000915527344,61.02000045776367,58.810001373291016,59.06999969482422,59.06999969482422,1025400
2020-02-27,58.25,60.16999816894531,56.939998626708984,58.5099983215332,58.5099983215332,1293200
2020-02-28,56.0,58.04999923706055,54.66999816894531,57.970001220703125,57.970001220703125,1887100
2020-03-02,58.54999923706055,60.02000045776367,57.93000030517578,59.09000015258789,59.09000015258789,886300
2020-03-03,59.2400016784668,61.65999984741211,58.61000061035156,59.63999938964844,59.63999938964844,1316200
