Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,108.0,108.44000244140625,106.51000213623047,107.62999725341797,104.9616470336914,118000
2020-01-03,105.93000030517578,107.22000122070312,105.12999725341797,106.9800033569336,104.32777404785156,147600
2020-01-06,106.0199966430664,106.0999984741211,104.73999786376953,105.79000091552734,103.16727447509766,156500
2020-01-07,105.20999908447266,105.95999908447266,103.80999755859375,104.33999633789062,101.75321960449219,110500
2020-01-08,104.19000244140625,106.01000213623047,104.02999877929688,104.91000366210938,102.30908966064453,89100
2020-01-09,105.58000183105469,105.58000183105469,103.72000122070312,104.66000366210938,102.06529235839844,79600
2020-01-10,104.41000366210938,105.38999938964844,103.73999786376953,105.27999877929688,102.66991424560547,93300
2020-01-13,105.2300033569336,107.94999694824219,104.9800033569336,107.80000305175781,105.12744140625,79300
2020-01-14,107.12000274658203,109.44999694824219,106.9800033569336,107.83999633789062,105.16645050048828,148100
2020-01-15,107.41999816894531,108.55999755859375,107.41000366210938,108.08999633789062,105.41024780273438,120600
2020-01-16,109.22000122070312,111.2300033569336,108.6500015258789,111.19000244140625,108.43339538574219,188700
2020-01-17,111.63999938964844,111.81999969482422,110.12999725341797,111.0,108.24810791015625,113200
2020-01-21,110.54000091552734,110.69999694824219,108.4800033569336,108.83999633789062,106.14164733886719,131100
2020-01-22,109.79000091552734,110.1500015258789,108.75,109.38999938964844,106.67802429199219,92200
2020-01-23,109.5,113.33999633789062,108.0199966430664,113.19000244140625,110.3838119506836,155000
2020-01-24,113.2699966430664,113.2699966430664,111.05999755859375,112.13999938964844,109.3598403930664,92300
2020-01-27,109.93000030517578,112.55000305175781,109.63999938964844,110.91999816894531,108.17008972167969,113500
2020-01-28,112.11000061035156,113.01000213623047,111.16999816894531,111.58999633789062,108.82347869873047,93100
2020-01-29,111.23999786376953,112.0199966430664,109.18000030517578,109.29000091552734,106.58049774169922,91000
2020-01-30,107.93000030517578,110.81999969482422,107.43000030517578,110.31999969482422,107.5849609375,76200
2020-01-31,109.97000122070312,109.97000122070312,107.69000244140625,107.97000122070312,105.29322052001953,83800
2020-02-03,108.5199966430664,110.4800033569336,108.5199966430664,110.04000091552734,107.31190490722656,91300
2020-02-04,111.91999816894531,112.93000030517578,110.58000183105469,112.05000305175781,109.27207946777344,75300
2020-02-05,112.25,113.5,112.25,112.77999877929688,109.98397827148438,141100
2020-02-06,113.19999694824219,113.33999633789062,112.02999877929688,112.0999984741211,109.3208236694336,90000
2020-02-07,111.48999786376953,111.5999984741211,109.2699966430664,110.58999633789062,107.8482666015625,73700
2020-02-10,110.20999908447266,115.16000366210938,109.58000183105469,114.79000091552734,111.94414520263672,172700
2020-02-11,112.58000183105469,113.44999694824219,106.0199966430664,107.54000091552734,104.87388610839844,305800
2020-02-12,108.70999908447266,113.4000015258789,108.4000015258789,112.97000122070312,110.16926574707031,149400
2020-02-13,112.06999969482422,114.83000183105469,111.62999725341797,114.62000274658203,111.77835845947266,116900
2020-02-14,114.58999633789062,114.58999633789062,110.61000061035156,111.55000305175781,108.78447723388672,139500
2020-02-18,111.75,114.01000213623047,111.75,113.33999633789062,110.53009033203125,82000
2020-02-19,114.05999755859375,114.87000274658203,113.51000213623047,114.38999938964844,111.55406951904297,65600
2020-02-20,113.86000061035156,116.51000213623047,113.18000030517578,115.51000213623047,112.64629364013672,80400
2020-02-21,115.20999908447266,115.63999938964844,112.02999877929688,112.5999984741211,109.80844116210938,98400
2020-02-24,108.1500015258789,109.05000305175781,106.31999969482422,106.6500015258789,104.00595092773438,98100
2020-02-25,106.6500015258789,107.1500015258789,103.76000213623047,103.81999969482422,101.2461166381836,107600
2020-02-26,104.36000061035156,107.0999984741211,104.06999969482422,105.05000305175781,102.44561767578125,121500
2020-02-27,102.08999633789062,104.62000274658203,98.9000015258789,98.9000015258789,96.44808959960938,168100
2020-02-28,95.33000183105469,97.95999908447266,94.94999694824219,96.55000305175781,94.15635681152344,235500
2020-03-02,97.38999938964844,98.66000366210938,94.4000015258789,98.63999938964844,96.19453430175781,158800
2020-03-03,98.7300033569336,100.73999786376953,94.58000183105469,97.58999633789062,95.1705551147461,134800
2020-03-04,98.62000274658203,99.47000122070312,95.4800033569336,99.47000122070312,97.00395202636719,105500
2020-03-05,95.23999786376953,96.63999938964844,89.77999877929688,90.94999694824219,89.27857971191406,246600
2020-03-06,87.2699966430664,92.18000030517578,86.94000244140625,91.44000244140625,89.75957489013672,205600
2020-03-09,82.72000122070312,85.75,80.98999786376953,81.19999694824219,79.707763671875,194500
2020-03-10,84.83999633789062,90.81999969482422,82.0,90.41999816894531,88.7583236694336,241300
2020-03-11,87.91000366210938,89.79000091552734,83.95999908447266,85.30000305175781,83.73241424560547,235600
2020-03-12,75.05999755859375,80.37999725341797,74.23999786376953,75.38999938964844,74.0045394897461,215800
2020-03-13,73.19999694824219,84.08999633789062,73.19999694824219,83.62000274658203,82.08329772949219,219600
2020-03-16,70.58999633789062,78.56999969482422,68.94000244140625,69.30000305175781,68.02645111083984,193800
2020-03-17,70.41999816894531,73.43000030517578,64.29000091552734,73.33999633789062,71.9922103881836,299200
2020-03-18,68.16000366210938,70.19000244140625,60.43000030517578,66.5,65.27790832519531,265400
2020-03-19,66.52999877929688,68.5999984741211,60.93000030517578,62.810001373291016,61.655723571777344,263900
2020-03-20,63.29999923706055,67.81999969482422,58.02000045776367,58.70000076293945,57.621253967285156,278700
2020-03-23,59.08000183105469,60.43000030517578,55.59000015258789,58.689998626708984,57.6114387512207,208100
2020-03-24,61.66999816894531,65.69999694824219,59.02000045776367,65.0,63.80547332763672,207300
2020-03-25,65.5199966430664,68.44000244140625,61.20000076293945,67.16999816894531,65.93560028076172,251000
2020-03-26,68.19999694824219,72.9000015258789,66.98999786376953,69.33000183105469,68.05590057373047,288700
