Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,86.77999877929688,86.77999877929688,85.08000183105469,86.4800033569336,83.74620056152344,36900
2020-01-03,86.0999984741211,86.68000030517578,85.61000061035156,86.31999969482422,83.59126281738281,22800
2020-01-06,86.12000274658203,87.5,86.12000274658203,87.33999633789062,84.57901000976562,53100
2020-01-07,87.43000030517578,87.5,86.72000122070312,87.1500015258789,84.39502716064453,51300
2020-01-08,86.5999984741211,88.3499984741211,86.5999984741211,87.98999786376953,85.2084732055664,58900
2020-01-09,87.66000366210938,88.0,86.43000030517578,87.0,84.24977111816406,51400
2020-01-10,87.0,87.54000091552734,86.19999694824219,86.97000122070312,84.22071838378906,26100
2020-01-13,86.97000122070312,87.76000213623047,86.5,87.30999755859375,84.54996490478516,38200
2020-01-14,87.22000122070312,87.97000122070312,86.27999877929688,86.75,84.00767517089844,21800
2020-01-15,86.75,87.37000274658203,86.30000305175781,86.30000305175781,83.57190704345703,20200
2020-01-16,86.30999755859375,87.45999908447266,86.30999755859375,87.3499984741211,84.58869934082031,39400
2020-01-17,87.77999877929688,87.77999877929688,87.02999877929688,87.0999984741211,84.34660339355469,17300
2020-01-21,87.0,87.5,86.18000030517578,86.30000305175781,83.57190704345703,19900
2020-01-22,86.36000061035156,86.7300033569336,86.01000213623047,86.31999969482422,83.59126281738281,16300
2020-01-23,86.20999908447266,87.01000213623047,85.51000213623047,86.26000213623047,83.53315734863281,38100
2020-01-24,86.27999877929688,86.27999877929688,85.25,85.41999816894531,82.71971130371094,21100
2020-01-27,84.80999755859375,85.75,84.80999755859375,85.37000274658203,82.6712875366211,18000
2020-01-28,85.5999984741211,86.0999984741211,85.2699966430664,85.81999969482422,83.10707092285156,12500
2020-01-29,85.94000244140625,85.94000244140625,84.66000366210938,85.01000213623047,82.32267761230469,20300
2020-01-30,84.73999786376953,85.05999755859375,84.0,85.01000213623047,82.32267761230469,33700
2020-01-31,84.83000183105469,85.41999816894531,83.62999725341797,83.91999816894531,81.26712799072266,76400
2020-02-03,83.51000213623047,84.69999694824219,83.51000213623047,84.44000244140625,81.77069091796875,33500
2020-02-04,84.80000305175781,85.06999969482422,83.9800033569336,84.30000305175781,81.63512420654297,48700
2020-02-05,84.5999984741211,86.1500015258789,84.5999984741211,85.02999877929688,82.342041015625,42300
2020-02-06,85.62000274658203,85.93000030517578,84.75,85.47000122070312,82.76812744140625,37400
2020-02-07,85.30000305175781,85.48999786376953,83.0199966430664,83.80000305175781,81.15092468261719,59300
