Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,128.61000061035156,129.5,127.19000244140625,128.5399932861328,126.12749481201172,2247900
2020-01-03,126.2300033569336,128.27999877929688,126.12000274658203,127.30000305175781,124.91077423095703,1546100
2020-01-06,125.4000015258789,126.98999786376953,124.68000030517578,126.4000015258789,124.02766418457031,2157900
2020-01-07,127.5,129.77999877929688,127.0,128.0399932861328,125.63688659667969,2595500
2020-01-08,128.2100067138672,129.11000061035156,127.12999725341797,128.36000061035156,125.95088195800781,1589100
2020-01-09,129.8000030517578,130.9499969482422,128.69000244140625,129.17999267578125,126.75547790527344,2429600
2020-01-10,130.11000061035156,130.8300018310547,129.17999267578125,129.63999938964844,127.20687103271484,2294000
2020-01-13,131.0,132.50999450683594,130.14999389648438,131.97999572753906,129.5029296875,2313900
2020-01-14,131.39999389648438,133.67999267578125,131.2899932861328,132.7100067138672,130.21925354003906,2499200
2020-01-15,132.4499969482422,132.91000366210938,131.55999755859375,132.5,130.01318359375,2206200
2020-01-16,133.97999572753906,134.9600067138672,132.8000030517578,134.17999267578125,131.66165161132812,2495100
2020-01-17,134.99000549316406,135.47999572753906,132.47000122070312,133.83999633789062,131.32803344726562,2268300
2020-01-21,133.39999389648438,134.4499969482422,132.69000244140625,133.9600067138672,131.44577026367188,2018200
2020-01-22,134.52000427246094,136.3000030517578,133.47999572753906,134.63999938964844,132.113037109375,2422000
2020-01-23,134.88999938964844,137.22000122070312,134.85000610351562,136.41000366210938,133.84979248046875,2534100
2020-01-24,137.49000549316406,137.9199981689453,134.5500030517578,135.27999877929688,132.74099731445312,2887600
2020-01-27,131.55999755859375,131.72999572753906,128.05999755859375,130.4499969482422,128.00164794921875,3781200
2020-01-28,132.5,133.64999389648438,131.24000549316406,132.67999267578125,130.1897735595703,2207500
2020-01-29,133.0500030517578,134.77000427246094,131.74000549316406,132.66000366210938,130.17018127441406,2273000
2020-01-30,130.80999755859375,132.00999450683594,128.85000610351562,131.6199951171875,129.14968872070312,2039700
2020-01-31,130.02000427246094,130.97000122070312,126.05000305175781,126.86000061035156,124.47901916503906,4448500
2020-02-03,127.69000244140625,129.02999877929688,125.01000213623047,125.69999694824219,123.34078979492188,4207400
2020-02-04,133.0,134.5,127.75,130.50999450683594,128.0605010986328,5560000
2020-02-05,133.39999389648438,136.83999633789062,132.42999267578125,134.22999572753906,131.71070861816406,4386700
2020-02-06,135.3699951171875,135.75,133.0500030517578,135.33999633789062,132.7998809814453,2082800
2020-02-07,134.49000549316406,134.86000061035156,132.0,132.25999450683594,129.77769470214844,2522400
2020-02-10,130.75,133.30999755859375,130.4600067138672,133.19000244140625,130.6902313232422,1769600
2020-02-11,134.1300048828125,137.16000366210938,133.7899932861328,135.52000427246094,132.9765167236328,2407000
2020-02-12,136.5800018310547,138.42999267578125,136.14999389648438,137.8300018310547,135.24314880371094,2592900
2020-02-13,136.8699951171875,139.25999450683594,135.97999572753906,138.69000244140625,136.0869903564453,1426200
2020-02-14,138.8800048828125,139.58999633789062,134.69000244140625,137.0800018310547,134.50723266601562,1846700
2020-02-18,134.41000366210938,135.49000549316406,132.61000061035156,133.8699951171875,131.35745239257812,1919900
2020-02-19,134.91000366210938,137.32000732421875,134.30999755859375,134.9499969482422,132.41720581054688,2028200
2020-02-20,134.3300018310547,135.13999938964844,131.6199951171875,134.8000030517578,132.27001953125,2295000
2020-02-21,134.58999633789062,137.1199951171875,129.5399932861328,130.5,128.05072021484375,3521900
2020-02-24,124.55000305175781,125.58000183105469,123.22000122070312,124.04000091552734,121.71196746826172,5135500
2020-02-25,125.58999633789062,125.9000015258789,119.0,120.81999969482422,118.5523910522461,4628400
2020-02-26,121.54000091552734,122.87000274658203,118.2300033569336,119.47000122070312,117.22773742675781,4415400
2020-02-27,115.33999633789062,117.83999633789062,113.9000015258789,114.63999938964844,112.4883804321289,4950600
2020-02-28,110.0199966430664,115.5999984741211,110.0,113.69000244140625,111.55621337890625,5507100
2020-03-02,117.58999633789062,120.33999633789062,114.43000030517578,120.08000183105469,117.82627868652344,4306000
