Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,4260.08984375,4297.5498046875,4203.35009765625,4230.0,4217.88134765625,400
2020-01-03,4293.5,4293.5,4200.02001953125,4206.81005859375,4194.75732421875,300
2020-01-06,4163.009765625,4230.0,4163.009765625,4185.64990234375,4173.658203125,400
2020-01-07,4229.990234375,4229.990234375,4181.0,4200.0498046875,4188.01708984375,200
2020-01-08,4200.009765625,4229.990234375,4155.10009765625,4178.0,4166.0302734375,400
2020-01-09,4203.0,4213.60009765625,4150.0,4197.3701171875,4185.3447265625,300
2020-01-10,4199.18017578125,4206.0,4140.0,4160.0,4148.08203125,700
2020-01-13,4159.0,4189.0,4125.0498046875,4138.18994140625,4126.333984375,200
2020-01-14,4177.490234375,4179.9599609375,4120.0,4120.0,4108.1962890625,400
2020-01-15,4114.009765625,4160.0,4114.009765625,4140.0,4128.138671875,200
2020-01-16,4154.6201171875,4215.0,4120.0,4200.0,4187.96728515625,400
2020-01-17,4215.0,4235.0,4155.02001953125,4235.0,4222.86669921875,400
2020-01-21,4235.0,4250.0,4171.18994140625,4200.0,4187.96728515625,300
2020-01-22,4200.0,4245.0,4150.0,4150.0,4138.1103515625,300
2020-01-23,4150.0,4184.60009765625,4127.77001953125,4127.77001953125,4115.94384765625,200
2020-01-24,4144.10009765625,4177.77001953125,4110.0,4120.0,4108.1962890625,500
2020-01-27,4094.85009765625,4140.0,4029.7900390625,4029.7900390625,4018.244873046875,200
2020-01-28,4048.8701171875,4121.419921875,4029.7900390625,4029.7900390625,4018.244873046875,200
2020-01-29,4040.0,4060.989990234375,3901.0,3945.97998046875,3934.6748046875,1000
2020-01-30,3922.340087890625,3955.0,3882.889892578125,3885.02001953125,3873.8896484375,300
2020-01-31,3939.75,3961.0,3813.0,3855.610107421875,3844.563720703125,400
2020-02-03,3950.0,3950.0,3856.0400390625,3860.300048828125,3849.240478515625,800
2020-02-04,3888.0,3950.0,3875.0,3900.0,3888.826416015625,500
2020-02-05,3899.0,3959.97998046875,3890.010009765625,3900.8798828125,3889.703857421875,400
2020-02-06,3861.0,3950.0,3861.0,3862.010009765625,3850.9453125,500
2020-02-07,3850.0,3919.989990234375,3850.0,3872.0,3860.90673828125,200
2020-02-10,3870.0,3878.0,3815.6298828125,3815.6298828125,3804.6982421875,200
2020-02-11,3859.0,3888.0,3816.3798828125,3825.02001953125,3814.061279296875,400
2020-02-12,3831.85009765625,3865.0,3801.010009765625,3825.0,3814.041259765625,300
2020-02-13,3858.0,3858.0,3790.0,3791.030029296875,3780.16845703125,300
2020-02-14,3799.2099609375,3800.0,3790.0,3795.0,3784.12744140625,200
2020-02-18,3765.85009765625,3811.080078125,3751.010009765625,3765.010009765625,3754.223388671875,1600
2020-02-19,3778.25,3840.0,3767.0,3799.0,3788.115478515625,1000
2020-02-20,3840.0,3962.669921875,3830.0,3930.0,3918.74072265625,700
2020-02-21,3900.02001953125,3981.679931640625,3900.02001953125,3947.510009765625,3936.20068359375,600
2020-02-24,3882.679931640625,3940.0,3756.0,3787.949951171875,3777.097412109375,500
2020-02-25,3815.0,3879.919921875,3575.0,3608.929931640625,3598.590576171875,1400
2020-02-26,3599.0,3599.969970703125,3410.0,3444.989990234375,3435.1201171875,1000
2020-02-27,3400.0,3556.77001953125,3400.0,3510.0,3499.944091796875,900
2020-02-28,3523.22998046875,3575.0,3400.0,3415.0,3407.400390625,1000
2020-03-02,3491.0,3600.0,3403.949951171875,3537.5400390625,3529.667724609375,900
2020-03-03,3537.5400390625,3611.25,3370.5,3418.840087890625,3411.23193359375,1200
2020-03-04,3464.989990234375,3755.0,3418.840087890625,3573.110107421875,3565.15869140625,900
2020-03-05,3539.989990234375,3539.989990234375,3361.0,3398.010009765625,3390.447998046875,1300
2020-03-06,3381.60009765625,3474.0,3250.0,3296.31005859375,3288.974609375,800
2020-03-09,3162.0,3322.47998046875,3063.0,3199.97998046875,3192.85888671875,2400
2020-03-10,3199.989990234375,3265.0,3090.610107421875,3169.64990234375,3162.59619140625,900
2020-03-11,3150.0,3270.97998046875,3000.0,3076.2099609375,3069.3642578125,800
2020-03-12,2950.0,3100.0,2800.0,3009.43994140625,3002.742919921875,4400
2020-03-13,3011.050048828125,3084.0,2766.510009765625,2915.010009765625,2908.52294921875,1800
2020-03-16,2750.0,2850.0,2614.139892578125,2711.81005859375,2705.775390625,1000
2020-03-17,2732.0,3076.3701171875,2711.0,3051.97998046875,3045.188232421875,1400
