Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,294.05999755859375,294.5799865722656,291.0,291.489990234375,280.5018310546875,2103600
2020-01-03,290.04998779296875,292.8999938964844,289.3299865722656,291.7300109863281,280.7327575683594,1926000
2020-01-06,290.54998779296875,292.07000732421875,288.6199951171875,291.80999755859375,280.8097229003906,2655100
2020-01-07,291.32000732421875,291.69000244140625,289.2799987792969,291.3500061035156,280.3670654296875,1963400
2020-01-08,290.989990234375,295.4800109863281,290.5,294.69000244140625,283.5811767578125,2492800
2020-01-09,298.54998779296875,301.9599914550781,297.7099914550781,299.4200134277344,288.1328430175781,3261200
2020-01-10,300.0,300.2699890136719,296.6600036621094,297.239990234375,286.0350341796875,2024200
2020-01-13,296.9200134277344,300.6499938964844,296.79998779296875,299.8699951171875,288.56591796875,1778600
2020-01-14,299.25,301.0,298.5799865722656,299.75,288.4504089355469,1459900
2020-01-15,298.3500061035156,301.0400085449219,298.0400085449219,300.82000732421875,289.48004150390625,1604000
2020-01-16,301.3900146484375,304.05999755859375,300.9800109863281,303.0299987792969,291.6067199707031,1758600
2020-01-17,303.3999938964844,305.29998779296875,303.0299987792969,304.67999267578125,293.1945495605469,2506500
2020-01-21,306.20001220703125,313.3399963378906,305.760009765625,313.260009765625,301.4511413574219,3585900
2020-01-22,313.3999938964844,313.55999755859375,310.2099914550781,311.8900146484375,300.1328125,2218900
2020-01-23,312.0199890136719,313.3999938964844,310.7300109863281,312.8800048828125,301.08551025390625,1535900
2020-01-24,314.0199890136719,314.2799987792969,309.1000061035156,310.510009765625,298.8048095703125,1986100
2020-01-27,306.1499938964844,311.7699890136719,305.6499938964844,309.45001220703125,297.7847900390625,2265100
2020-01-28,310.510009765625,311.7099914550781,309.1000061035156,310.8500061035156,299.1319885253906,1571700
2020-01-29,310.8599853515625,311.9700012207031,309.3900146484375,309.5799865722656,297.9098205566406,1713700
2020-01-30,308.8399963378906,309.6400146484375,306.6700134277344,309.4700012207031,297.8039855957031,1232600
2020-01-31,308.54998779296875,309.17999267578125,304.55999755859375,305.5199890136719,294.0028991699219,1837000
2020-02-03,307.0,308.5799865722656,301.6700134277344,302.0,290.6156005859375,2816800
2020-02-04,304.57000732421875,305.9100036621094,302.760009765625,304.8999938964844,293.40625,1982300
2020-02-05,307.0,309.5899963378906,305.3999938964844,308.95001220703125,297.3036193847656,1731800
2020-02-06,309.3500061035156,311.8399963378906,307.8500061035156,310.6099853515625,299.53125,1917900
2020-02-07,310.0,313.80999755859375,309.1199951171875,313.6300048828125,302.4435119628906,1903500
2020-02-10,313.760009765625,316.94000244140625,312.6000061035156,313.7900085449219,302.59783935546875,2336300
2020-02-11,314.0299987792969,314.42999267578125,310.4700012207031,310.67999267578125,299.5987243652344,2047500
2020-02-12,310.7699890136719,315.4800109863281,310.7699890136719,315.1199951171875,303.8803405761719,1384600
2020-02-13,314.8500061035156,318.7900085449219,313.5400085449219,318.20001220703125,306.85052490234375,1438000
2020-02-14,318.8699951171875,319.80999755859375,316.95001220703125,318.30999755859375,306.9565734863281,1113400
2020-02-18,319.0,323.4800109863281,318.6099853515625,322.04998779296875,310.56317138671875,1547100
2020-02-19,322.0799865722656,324.5299987792969,321.7300109863281,323.0199890136719,311.4985656738281,1413600
2020-02-20,322.32000732421875,325.07000732421875,321.010009765625,324.0799865722656,312.5207214355469,1427500
2020-02-21,322.55999755859375,325.260009765625,321.0299987792969,321.95001220703125,310.46673583984375,2239000
2020-02-24,315.5,320.0,313.260009765625,313.6199951171875,302.433837890625,2300400
2020-02-25,315.0,316.57000732421875,304.3999938964844,304.8699951171875,293.99591064453125,2881800
2020-02-26,307.54998779296875,311.29998779296875,304.67999267578125,305.69000244140625,294.78668212890625,2236000
2020-02-27,301.9800109863281,305.0,293.0,293.1300048828125,282.6747131347656,3625300
2020-02-28,285.25,287.3299865722656,271.2799987792969,281.1400146484375,271.1123352050781,7091800
2020-03-02,294.44000244140625,309.510009765625,291.3800048828125,309.1400146484375,298.1136474609375,7563800
2020-03-03,309.1400146484375,314.1700134277344,301.0299987792969,302.7300109863281,291.9322509765625,5131400
2020-03-04,308.2900085449219,320.9700012207031,305.0199890136719,320.739990234375,309.2998962402344,4219300
2020-03-05,315.7699890136719,324.510009765625,313.20001220703125,315.760009765625,304.4975280761719,6407700
2020-03-06,312.1400146484375,317.489990234375,302.75,311.3399963378906,300.23516845703125,6185500
2020-03-09,295.8500061035156,310.3299865722656,293.0,301.9800109863281,291.20904541015625,5203100
2020-03-10,307.9700012207031,309.7300109863281,294.4200134277344,309.3999938964844,298.3643493652344,4245500
2020-03-11,300.8599853515625,307.7900085449219,294.19000244140625,297.42999267578125,286.8213195800781,3622700
2020-03-12,280.44000244140625,295.6300048828125,276.3399963378906,279.8500061035156,269.86834716796875,7307600
2020-03-13,288.8299865722656,303.25,278.2699890136719,302.2699890136719,291.4886779785156,6100100
2020-03-16,281.8299865722656,299.5299987792969,279.510009765625,283.17999267578125,273.07958984375,5465500
2020-03-17,289.0,307.19000244140625,286.29998779296875,306.989990234375,296.0403137207031,7170600
2020-03-18,298.0,318.0,296.0,307.5,296.5321044921875,6701800
2020-03-19,310.4100036621094,313.8500061035156,302.6300048828125,305.2200012207031,294.33349609375,5429500
2020-03-20,307.9200134277344,308.010009765625,287.0199890136719,290.4200134277344,280.06134033203125,6581200
2020-03-23,292.010009765625,295.6700134277344,278.4200134277344,285.5299987792969,275.3457946777344,5646400
2020-03-24,294.5899963378906,297.3500061035156,282.8299865722656,284.94000244140625,274.7768249511719,7124200
2020-03-25,284.2099914550781,290.7200012207031,279.2099914550781,280.8599853515625,270.8423156738281,5639600
2020-03-26,281.3399963378906,293.7300109863281,280.8599853515625,292.29998779296875,281.874267578125,5463100
2020-03-27,287.1300048828125,293.489990234375,283.3299865722656,284.3299865722656,274.18853759765625,4250400
2020-03-30,287.489990234375,291.67999267578125,285.8399963378906,291.1199951171875,280.7363586425781,4396000
2020-03-31,287.4200134277344,291.5199890136719,284.0,285.1300048828125,274.96002197265625,5618600
2020-04-01,282.3599853515625,288.79998779296875,280.8999938964844,286.7799987792969,276.55120849609375,3745800
2020-04-02,284.3800048828125,292.7799987792969,282.82000732421875,291.4800109863281,281.0835266113281,3500600
2020-04-03,289.1600036621094,292.3399963378906,285.79998779296875,288.6499938964844,278.3544921875,2650100
2020-04-06,293.0,305.489990234375,289.57000732421875,305.1199951171875,294.23699951171875,5272500
2020-04-07,306.5,310.0,303.2200012207031,303.6300048828125,292.8001708984375,4036500
2020-04-08,305.1099853515625,307.4200134277344,302.2799987792969,305.9700012207031,295.0567321777344,3964400
2020-04-09,299.45001220703125,304.3500061035156,297.5799865722656,300.010009765625,289.3092956542969,6487600
2020-04-13,298.5799865722656,303.95001220703125,297.6600036621094,299.6199951171875,288.9331970214844,3120400
2020-04-14,302.75,314.75,301.25,314.1400146484375,302.9353332519531,4288300
2020-04-15,311.6400146484375,313.75,306.82000732421875,310.2699890136719,299.20330810546875,2937300
2020-04-16,314.7300109863281,322.6300048828125,312.0400085449219,321.55999755859375,310.09063720703125,3940000
2020-04-17,321.30999755859375,322.1300048828125,314.0199890136719,317.9200134277344,306.58050537109375,3688000
2020-04-20,317.95001220703125,318.3800048828125,311.5299987792969,312.0799865722656,300.94879150390625,3156300
2020-04-21,311.1400146484375,311.8900146484375,299.3500061035156,301.3299865722656,290.58221435546875,3833000
2020-04-22,304.0,311.1300048828125,302.0400085449219,309.4200134277344,298.3836975097656,2970600
2020-04-23,307.0299987792969,309.6400146484375,304.7900085449219,305.3999938964844,294.50701904296875,2625200
2020-04-24,307.3299865722656,310.8299865722656,305.510009765625,310.54998779296875,299.4733581542969,2019400
2020-04-27,313.04998779296875,313.2900085449219,307.5899963378906,308.7799987792969,297.7665100097656,2287300
2020-04-28,310.8299865722656,311.2699890136719,304.2799987792969,304.95001220703125,294.0731201171875,2425900
2020-04-29,304.95001220703125,308.67999267578125,301.1199951171875,307.0899963378906,296.13677978515625,3667700
2020-04-30,306.1499938964844,307.8999938964844,302.57000732421875,303.0,292.8601989746094,3794300
2020-05-01,301.7799987792969,304.82000732421875,300.17999267578125,301.9200134277344,291.8163757324219,2525400
2020-05-04,303.0,305.5299987792969,300.07000732421875,304.489990234375,294.3003234863281,2477500
2020-05-05,305.05999755859375,309.79998779296875,303.44000244140625,307.9200134277344,297.6156005859375,2460900
2020-05-06,309.9200134277344,311.0400085449219,306.5400085449219,308.8900146484375,298.5531311035156,2406700
2020-05-07,309.3399963378906,309.8699951171875,304.5299987792969,305.0,294.79327392578125,2601800
2020-05-08,305.8999938964844,307.17999267578125,303.70001220703125,305.94000244140625,295.70184326171875,2337400
2020-05-11,305.6400146484375,311.8299865722656,305.0,310.3299865722656,299.9449157714844,1865900
2020-05-12,310.8399963378906,311.54998779296875,304.7900085449219,304.8399963378906,294.63861083984375,2264900
2020-05-13,304.8399963378906,306.3999938964844,300.1199951171875,302.1400146484375,292.02899169921875,2954900
2020-05-14,301.010009765625,302.8800048828125,294.5400085449219,299.739990234375,289.7093200683594,3718900
2020-05-15,299.07000732421875,299.8299865722656,295.8599853515625,299.2099914550781,289.197021484375,4577200
2020-05-18,301.7200012207031,303.19000244140625,299.9200134277344,302.760009765625,292.6282043457031,3987300
2020-05-19,304.6199951171875,309.0199890136719,303.1499938964844,304.6300048828125,294.4356689453125,3523000
2020-05-20,306.7699890136719,307.9200134277344,303.20001220703125,304.9100036621094,294.706298828125,2827000
2020-05-21,304.7900085449219,305.0400085449219,301.25,301.9700012207031,291.86468505859375,2492100
2020-05-22,302.010009765625,303.94000244140625,300.8299865722656,302.42999267578125,292.30926513671875,2366400
2020-05-26,306.010009765625,306.8999938964844,303.5299987792969,304.79998779296875,294.5999450683594,3234600
