Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,118.86000061035156,119.88999938964844,118.69999694824219,118.94000244140625,116.98709106445312,6764900
2020-01-03,118.2699966430664,118.79000091552734,117.58999633789062,117.88999938964844,115.95433044433594,5399200
2020-01-06,117.4000015258789,118.08999633789062,116.7699966430664,117.6500015258789,115.71826934814453,6445500
2020-01-07,117.26000213623047,117.5199966430664,116.19999694824219,116.55999755859375,114.64617156982422,6846900
2020-01-08,116.30000305175781,116.7300033569336,115.68000030517578,116.16000366210938,114.25273895263672,5875800
2020-01-09,116.1500015258789,117.37000274658203,116.08000183105469,117.36000061035156,115.43302917480469,5563700
2020-01-10,117.23999786376953,117.33999633789062,115.9800033569336,116.37999725341797,114.4691162109375,6054800
2020-01-13,116.37999725341797,116.55000305175781,115.37000274658203,115.87999725341797,113.97733306884766,6112600
2020-01-14,115.47000122070312,116.20999908447266,115.12999725341797,116.18000030517578,114.27241516113281,6585800
2020-01-15,114.62999725341797,115.87000274658203,114.5199966430664,115.27999877929688,113.38719177246094,7454200
2020-01-16,115.5,115.93000030517578,115.27999877929688,115.9000015258789,113.99700164794922,5369400
2020-01-17,116.05000305175781,116.30000305175781,114.63999938964844,114.95999908447266,113.07243347167969,10045000
2020-01-21,114.58999633789062,115.69000244140625,114.5199966430664,115.58999633789062,113.69209289550781,7353700
2020-01-22,115.22000122070312,116.52999877929688,115.18000030517578,116.0999984741211,114.1937255859375,4926100
2020-01-23,116.20999908447266,116.30999755859375,115.04000091552734,115.80999755859375,113.90848541259766,4305100
2020-01-24,116.0,116.02999877929688,114.1500015258789,114.37000274658203,112.49213409423828,4383400
2020-01-27,113.19000244140625,116.2300033569336,112.68000030517578,115.86000061035156,113.9576644897461,7018400
2020-01-28,115.9800033569336,116.9000015258789,115.94999694824219,116.5999984741211,114.68550109863281,5270200
2020-01-29,116.55999755859375,117.12000274658203,115.88999938964844,115.88999938964844,113.98716735839844,3775500
2020-01-30,115.61000061035156,116.72000122070312,115.33000183105469,116.58000183105469,114.66584777832031,4581500
2020-01-31,115.80000305175781,116.26000213623047,113.9000015258789,114.48999786376953,112.61016082763672,7775800
2020-02-03,114.9000015258789,115.38999938964844,114.0999984741211,114.2699966430664,112.39376831054688,4351900
2020-02-04,115.23999786376953,116.23999786376953,114.88999938964844,115.2699966430664,113.37734985351562,5232200
2020-02-05,115.5999984741211,116.94999694824219,114.8499984741211,116.80999755859375,114.89205932617188,5682900
2020-02-06,116.83000183105469,117.2300033569336,116.05999755859375,116.30999755859375,114.4002685546875,5352900
2020-02-07,116.11000061035156,116.76000213623047,115.76000213623047,116.44999694824219,114.53797912597656,3689600
